occCode,majorOccCodeGroup,minorOccCodeGroup,broadOccCodeGroup,majorOccNameGroup,occupation,end_0000,end_000,end_00,end_0,hourlyMean,hourlyMed,salaryMean,salaryMed,totEmp,wageSalEmp,selfEmp,f_total,f_violence,f_trans,f_fireExp,f_fallSlipTrip,f_exposure,f_contact,f_allOther,nf_total,nf_violence,nf_violence_intent,nf_violence_unintent,nf_violence_animal,nf_trans,nf_trans_roadway,nf_fireExp,nf_fallSlipTrip,nf_fallSlipTrip_lowLevel,nf_fallSlipTrip_sameLevel,nf_fallSlipTrip_noFall,nf_exposure,nf_contact,nf_contact_struckBy,nf_contact_struckAgainst,nf_contact_caughtCompCrush,nf_overextertion,nf_overextertion_liftLowering,nf_overextertion_repetition,nf_allOther,,
45-2091,45-0000,45-2000,45-2090,"Farming, Fishing and Forestry Occupations",                    Agricultural equipment operators,FALSE,FALSE,FALSE,FALSE,14.63,13.87,30430,28850,63900,63500,400,14,0,9,0,0,0,4,1,950,50,0,0,50,120,70,0,170,40,80,40,50,420,160,70,190,110,0,0,30,TRUE,TRUE
45-2092,45-0000,45-2000,45-2090,"Farming, Fishing and Forestry Occupations","                    Farmworkers and laborers, crop, nursery, and greenhouse",FALSE,FALSE,FALSE,FALSE,11.45,10.58,23820,22000,503700,500200,3500,78,3,40,0,9,7,17,2,7960,210,0,0,200,440,60,0,2530,840,1110,480,370,2460,1250,570,440,1890,540,110,70,TRUE,TRUE
45-2093,45-0000,45-2000,45-2090,"Farming, Fishing and Forestry Occupations","                    Farmworkers, farm, ranch, and aquacultural animals",FALSE,FALSE,FALSE,FALSE,12.9,11.79,26840,24520,268100,267700,400,61,12,26,0,3,3,14,3,3560,940,0,0,940,150,0,0,730,190,320,100,60,1010,530,120,270,650,280,20,0,TRUE,TRUE
45-4000,45-0000,45-4000,45-4000,"Farming, Fishing and Forestry Occupations","          Forest, conservation, and logging workers",FALSE,TRUE,TRUE,TRUE,18.37,17.55,38210,36510,69600,54100,15600,95,0,20,1,0,0,69,5,920,0,0,0,0,0,0,0,80,30,40,0,0,750,630,60,40,70,0,0,0,FALSE,FALSE
45-4020,45-0000,45-4000,45-4020,"Farming, Fishing and Forestry Occupations",               Logging workers,FALSE,FALSE,FALSE,TRUE,19,18.07,39510,37590,55300,41700,13600,91,0,17,1,0,0,68,5,900,0,0,0,0,0,0,0,70,30,30,0,0,750,620,60,40,70,0,0,0,FALSE,TRUE
45-4021,45-0000,45-4000,45-4020,"Farming, Fishing and Forestry Occupations",                    Fallers,FALSE,FALSE,FALSE,FALSE,20.62,17.96,42900,37370,7500,5600,1900,70,0,9,1,0,0,57,3,210,0,0,0,0,0,0,0,0,0,0,0,0,180,130,0,0,20,0,0,0,TRUE,TRUE
45-4022,45-0000,45-4000,45-4020,"Farming, Fishing and Forestry Occupations",                    Logging equipment operators,FALSE,FALSE,FALSE,FALSE,18.69,18.03,38880,37490,39100,29400,9600,12,0,7,0,0,0,5,0,180,0,0,0,0,0,0,0,0,0,0,0,0,160,130,0,30,0,0,0,0,TRUE,TRUE
47-0000,47-0000,47-0000,47-0000,Construction and Extraction Occupations,     Construction and extraction occupations,TRUE,TRUE,TRUE,TRUE,23.51,20.96,48900,43610,6812500,5619100,1193400,970,46,222,15,379,133,170,5,77780,640,320,60,260,2680,1630,40,22310,11610,6390,3720,2710,28810,19000,3950,3490,20150,6580,810,440,FALSE,FALSE
47-1000,47-0000,47-1000,47-1000,Construction and Extraction Occupations,          Supervisors of construction and extraction workers,FALSE,TRUE,TRUE,TRUE,32.71,30.28,68040,62980,602500,541200,61300,134,4,49,3,32,13,32,1,5150,40,0,0,30,260,110,0,1910,1070,480,340,50,1630,1070,150,200,1210,560,20,50,FALSE,FALSE
47-1010,47-0000,47-1000,47-1010,Construction and Extraction Occupations,               Supervisors of construction trades and extraction workers,FALSE,FALSE,FALSE,TRUE,32.71,30.28,68040,62980,602500,541200,61300,134,4,49,3,32,13,32,1,5150,40,0,0,30,260,110,0,1910,1070,480,340,50,1630,1070,150,200,1210,560,20,50,FALSE,TRUE
47-1011,47-0000,47-1000,47-1010,Construction and Extraction Occupations,                    Supervisors of construction trades and extraction workers,FALSE,FALSE,FALSE,FALSE,32.71,30.28,68040,62980,602500,541200,61300,134,4,49,3,32,13,32,1,5150,40,0,0,30,260,110,0,1910,1070,480,340,50,1630,1070,150,200,1210,560,20,50,TRUE,TRUE
47-2000,47-0000,47-2000,47-2000,Construction and Extraction Occupations,          Construction trades workers,FALSE,TRUE,TRUE,TRUE,22.88,20.34,47580,42310,5347000,4245300,1101700,736,40,135,8,326,111,112,4,66740,550,310,30,210,2160,1300,30,18590,9160,5640,3260,2480,25010,16660,3410,2840,17570,5520,680,350,FALSE,FALSE
47-2010,47-0000,47-2000,47-2010,Construction and Extraction Occupations,               Boilermakers,FALSE,FALSE,FALSE,TRUE,29.9,29.84,62200,62060,17200,16600,600,4,0,1,1,0,0,0,2,140,0,0,0,0,0,0,0,50,40,0,0,20,40,30,0,0,20,0,0,0,FALSE,TRUE
47-2011,47-0000,47-2000,47-2010,Construction and Extraction Occupations,                    Boilermakers,FALSE,FALSE,FALSE,FALSE,29.9,29.84,62200,62060,17200,16600,600,4,0,1,1,0,0,0,2,140,0,0,0,0,0,0,0,50,40,0,0,20,40,30,0,0,20,0,0,0,TRUE,TRUE
47-2020,47-0000,47-2000,47-2020,Construction and Extraction Occupations,"               Brickmasons, blockmasons, and stonemasons",FALSE,FALSE,FALSE,TRUE,24.89,22.88,51770,47590,110000,77200,32800,12,0,1,0,5,0,3,3,760,0,0,0,0,70,0,0,150,20,20,110,0,190,120,70,0,350,130,70,0,FALSE,TRUE
47-2021,47-0000,47-2000,47-2020,Construction and Extraction Occupations,                    Brickmasons and blockmasons,FALSE,FALSE,FALSE,FALSE,25.69,23.68,53440,49250,91100,64000,27100,10,0,0,0,5,0,0,5,550,0,0,0,0,0,0,0,110,20,20,70,0,140,70,70,0,290,110,70,0,TRUE,TRUE
47-2022,47-0000,47-2000,47-2020,Construction and Extraction Occupations,                    Stonemasons,FALSE,FALSE,FALSE,FALSE,20.98,19.13,43650,39780,18900,13200,5600,2,0,1,0,0,0,1,0,210,0,0,0,0,60,0,0,0,0,0,0,0,50,50,0,0,60,20,0,0,TRUE,TRUE
47-2030,47-0000,47-2000,47-2030,Construction and Extraction Occupations,               Carpenters,FALSE,FALSE,FALSE,TRUE,23.24,20.96,48340,43600,1025600,685200,340300,99,6,8,0,66,12,6,1,13180,90,0,0,80,100,50,0,3760,2120,950,600,90,5310,4020,530,560,3810,1480,80,30,FALSE,TRUE
47-2031,47-0000,47-2000,47-2030,Construction and Extraction Occupations,                    Carpenters,FALSE,FALSE,FALSE,FALSE,23.24,20.96,48340,43600,1025600,685200,340300,99,6,8,0,66,12,6,1,13180,90,0,0,80,100,50,0,3760,2120,950,600,90,5310,4020,530,560,3810,1480,80,30,TRUE,TRUE
47-2040,47-0000,47-2000,47-2040,Construction and Extraction Occupations,"               Carpet, floor, and tile installers and finishers",FALSE,FALSE,FALSE,TRUE,21.13,18.82,43950,39150,122300,78400,43900,8,0,3,0,0,0,0,5,860,0,0,0,0,0,0,0,160,40,20,100,0,370,230,120,20,320,60,20,0,FALSE,TRUE
47-2041,47-0000,47-2000,47-2040,Construction and Extraction Occupations,                    Carpet installers,FALSE,FALSE,FALSE,FALSE,21.3,18.4,44310,38280,40400,25900,14500,4,0,0,0,0,0,0,4,430,0,0,0,0,0,0,0,20,0,20,0,0,270,180,90,0,130,0,20,0,TRUE,TRUE
47-2044,47-0000,47-2000,47-2040,Construction and Extraction Occupations,                    Tile and marble setters,FALSE,FALSE,FALSE,FALSE,21.52,19.45,44770,40460,58300,37400,20900,3,0,0,0,0,0,0,3,360,0,0,0,0,0,0,0,140,40,0,90,0,70,50,0,20,150,40,0,0,TRUE,TRUE
47-2050,47-0000,47-2000,47-2050,Construction and Extraction Occupations,"               Cement masons, concrete finishers, and terrazzo workers",FALSE,FALSE,FALSE,TRUE,21.04,18.85,43770,39210,182500,178100,4400,12,0,3,0,3,3,0,3,1010,0,0,0,0,60,60,0,160,80,50,0,30,400,380,0,20,250,100,0,100,FALSE,TRUE
47-2051,47-0000,47-2000,47-2050,Construction and Extraction Occupations,                    Cement masons and concrete finishers,FALSE,FALSE,FALSE,FALSE,21.02,18.84,43720,39180,178900,174600,4300,12,0,3,0,3,3,0,3,990,0,0,0,0,60,60,0,160,80,50,0,30,400,380,0,20,230,80,0,100,TRUE,TRUE
47-2060,47-0000,47-2000,47-2060,Construction and Extraction Occupations,               Construction laborers,FALSE,FALSE,FALSE,TRUE,18.22,16.07,37890,33430,1216700,911900,304800,254,17,52,3,89,27,64,2,22380,90,30,0,60,1060,470,20,4850,2050,1820,830,1070,9420,6150,1300,1070,5730,2100,300,150,FALSE,TRUE
47-2061,47-0000,47-2000,47-2060,Construction and Extraction Occupations,                    Construction laborers,FALSE,FALSE,FALSE,FALSE,18.22,16.07,37890,33430,1216700,911900,304800,254,17,52,3,89,27,64,2,22380,90,30,0,60,1060,470,20,4850,2050,1820,830,1070,9420,6150,1300,1070,5730,2100,300,150,TRUE,TRUE
47-2070,47-0000,47-2000,47-2070,Construction and Extraction Occupations,               Construction equipment operators,FALSE,FALSE,FALSE,TRUE,23.95,21.65,49810,45040,426600,413500,13200,46,5,24,0,0,5,12,0,1990,0,0,0,0,300,170,0,540,240,160,90,90,590,330,130,90,470,120,20,0,FALSE,TRUE
47-2071,47-0000,47-2000,47-2070,Construction and Extraction Occupations,"                    Paving, surfacing, and tamping equipment operators",FALSE,FALSE,FALSE,FALSE,21.06,18.74,43800,38970,51900,51700,100,6,0,4,0,0,0,0,2,80,0,0,0,0,20,20,0,30,0,0,20,0,30,0,0,0,0,0,0,0,TRUE,TRUE
47-2073,47-0000,47-2000,47-2070,Construction and Extraction Occupations,                    Operating engineers and other construction equipment operators,FALSE,FALSE,FALSE,FALSE,24.31,22.06,50560,45890,371100,358200,12900,39,4,20,0,0,4,11,0,1890,0,0,0,0,280,160,0,500,230,150,70,90,560,320,130,70,460,120,20,0,TRUE,TRUE
47-2080,47-0000,47-2000,47-2080,Construction and Extraction Occupations,"               Drywall installers, ceiling tile installers, and tapers",FALSE,FALSE,FALSE,TRUE,23.3,20.33,48460,42280,143200,111300,31900,6,0,0,0,5,0,0,1,1450,0,0,0,0,0,0,0,810,480,140,180,70,350,170,90,0,220,70,0,0,FALSE,TRUE
47-2081,47-0000,47-2000,47-2080,Construction and Extraction Occupations,                    Drywall and ceiling tile installers,FALSE,FALSE,FALSE,FALSE,22.79,19.75,47400,41090,119500,92900,26600,5,0,0,0,4,0,0,1,1000,0,0,0,0,0,0,0,510,230,100,180,20,270,120,70,0,200,60,0,0,TRUE,TRUE
47-2110,47-0000,47-2000,47-2110,Construction and Extraction Occupations,               Electricians,FALSE,FALSE,FALSE,TRUE,27.24,25.35,56650,52720,666900,612800,54100,79,5,15,0,23,30,4,2,7340,0,0,0,0,290,270,0,2450,1130,920,350,400,2260,1680,340,150,1930,460,30,0,FALSE,TRUE
47-2111,47-0000,47-2000,47-2110,Construction and Extraction Occupations,                    Electricians,FALSE,FALSE,FALSE,FALSE,27.24,25.35,56650,52720,666900,612800,54100,79,5,15,0,23,30,4,2,7340,0,0,0,0,290,270,0,2450,1130,920,350,400,2260,1680,340,150,1930,460,30,0,TRUE,TRUE
47-2130,47-0000,47-2000,47-2130,Construction and Extraction Occupations,               Insulation workers,FALSE,FALSE,FALSE,TRUE,21.67,18.89,45070,39280,59500,56600,2900,6,0,1,0,0,0,0,5,410,0,0,0,0,20,20,0,190,90,100,0,0,80,50,30,0,110,0,0,0,FALSE,TRUE
47-2131,47-0000,47-2000,47-2130,Construction and Extraction Occupations,"                    Insulation workers, floor, ceiling, and wall",FALSE,FALSE,FALSE,FALSE,18.99,17.15,39490,35660,30900,29400,1500,5,0,1,0,0,0,0,4,350,0,0,0,0,20,20,0,180,90,80,0,0,80,40,30,0,60,0,0,0,TRUE,TRUE
47-2132,47-0000,47-2000,47-2130,Construction and Extraction Occupations,"                    Insulation workers, mechanical",FALSE,FALSE,FALSE,FALSE,24.57,21.84,51100,45430,28600,27200,1400,1,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,TRUE,TRUE
47-2140,47-0000,47-2000,47-2140,Construction and Extraction Occupations,               Painters and paperhangers,FALSE,FALSE,FALSE,TRUE,19.92,18.04,41430,37520,387300,223300,164000,52,0,10,0,29,9,0,4,3290,20,0,0,0,80,70,0,2220,1310,460,430,130,420,240,90,20,420,70,50,0,FALSE,TRUE
47-2141,47-0000,47-2000,47-2140,Construction and Extraction Occupations,"                    Painters, construction and maintenance",FALSE,FALSE,FALSE,FALSE,19.96,18.06,41510,37570,381500,220100,161400,50,0,10,0,27,9,0,4,3290,20,0,0,0,80,70,0,2220,1310,460,430,130,420,240,90,20,420,70,50,0,TRUE,TRUE
47-2150,47-0000,47-2000,47-2150,Construction and Extraction Occupations,"               Pipelayers, plumbers, pipefitters, and steamfitters",FALSE,FALSE,FALSE,TRUE,26.38,24.18,54870,50300,524800,459600,65100,24,1,4,0,4,4,9,2,6300,260,0,0,30,170,150,0,1120,400,290,340,210,2620,1700,210,400,1920,430,20,0,FALSE,TRUE
47-2151,47-0000,47-2000,47-2150,Construction and Extraction Occupations,                    Pipelayers,FALSE,FALSE,FALSE,FALSE,20.61,18.47,42860,38410,44100,39400,4700,6,0,0,0,0,0,5,1,250,0,0,0,0,0,0,0,0,0,0,0,30,190,120,0,0,30,0,0,0,TRUE,TRUE
47-2152,47-0000,47-2000,47-2150,Construction and Extraction Occupations,"                    Plumbers, pipefitters, and steamfitters",FALSE,FALSE,FALSE,FALSE,26.94,24.74,56030,51450,480600,420200,60400,18,1,3,0,4,4,4,2,6060,260,0,0,30,170,150,0,1110,400,290,340,180,2430,1580,190,390,1890,430,20,0,TRUE,TRUE
47-2160,47-0000,47-2000,47-2160,Construction and Extraction Occupations,               Plasterers and stucco masons,FALSE,FALSE,FALSE,TRUE,21.19,18.7,44070,38890,27700,22700,5000,1,0,1,0,0,0,0,0,280,0,0,0,0,0,0,0,50,30,0,0,20,110,100,20,0,90,0,0,0,FALSE,TRUE
47-2161,47-0000,47-2000,47-2160,Construction and Extraction Occupations,                    Plasterers and stucco masons,FALSE,FALSE,FALSE,FALSE,21.19,18.7,44070,38890,27700,22700,5000,1,0,1,0,0,0,0,0,280,0,0,0,0,0,0,0,50,30,0,0,20,110,100,20,0,90,0,0,0,TRUE,TRUE
47-2170,47-0000,47-2000,47-2170,Construction and Extraction Occupations,               Reinforcing iron and rebar workers,FALSE,FALSE,FALSE,TRUE,25.77,22.89,53600,47600,20100,18300,20100,6,0,0,0,3,0,1,2,170,0,0,0,0,0,0,0,50,20,20,0,0,110,70,0,30,0,0,0,0,FALSE,TRUE
47-2171,47-0000,47-2000,47-2170,Construction and Extraction Occupations,                    Reinforcing iron and rebar workers,FALSE,FALSE,FALSE,FALSE,25.77,22.89,53600,47600,20100,18300,20100,6,0,0,0,3,0,1,2,170,0,0,0,0,0,0,0,50,20,20,0,0,110,70,0,30,0,0,0,0,TRUE,TRUE
47-2180,47-0000,47-2000,47-2180,Construction and Extraction Occupations,               Roofers,FALSE,FALSE,FALSE,TRUE,20.23,18.15,42080,37760,146200,115700,30600,101,0,7,0,81,12,0,1,3140,30,0,0,20,0,0,0,1340,840,350,130,290,610,470,70,70,860,210,30,0,FALSE,TRUE
47-2181,47-0000,47-2000,47-2180,Construction and Extraction Occupations,                    Roofers,FALSE,FALSE,FALSE,FALSE,20.23,18.15,42080,37760,146200,115700,30600,101,0,7,0,81,12,0,1,3140,30,0,0,20,0,0,0,1340,840,350,130,290,610,470,70,70,860,210,30,0,TRUE,TRUE
47-2210,47-0000,47-2000,47-2210,Construction and Extraction Occupations,               Sheet metal workers,FALSE,FALSE,FALSE,TRUE,24.56,22.57,51080,46940,138900,136300,2600,6,1,0,0,3,0,0,2,1870,30,30,0,0,0,0,0,200,80,80,40,50,1120,440,330,330,460,90,30,0,FALSE,TRUE
47-2211,47-0000,47-2000,47-2210,Construction and Extraction Occupations,                    Sheet metal workers,FALSE,FALSE,FALSE,FALSE,24.56,22.57,51080,46940,138900,136300,2600,6,1,0,0,3,0,0,2,1870,30,30,0,0,0,0,0,200,80,80,40,50,1120,440,330,330,460,90,30,0,TRUE,TRUE
47-2220,47-0000,47-2000,47-2220,Construction and Extraction Occupations,               Structural iron and steel workers,FALSE,FALSE,FALSE,TRUE,26.94,24.91,56040,51800,70200,69500,700,16,0,0,0,9,0,4,3,1420,0,0,0,0,0,0,0,330,110,170,40,0,710,230,40,80,350,70,0,0,FALSE,TRUE
47-2221,47-0000,47-2000,47-2220,Construction and Extraction Occupations,                    Structural iron and steel workers,FALSE,FALSE,FALSE,FALSE,26.94,24.91,56040,51800,70200,69500,700,16,0,0,0,9,0,4,3,1420,0,0,0,0,0,0,0,330,110,170,40,0,710,230,40,80,350,70,0,0,TRUE,TRUE
47-3000,47-0000,47-3000,47-3000,Construction and Extraction Occupations,"          Helpers, construction trades",FALSE,TRUE,TRUE,TRUE,14.86,14.03,30900,29180,232700,230500,2200,14,0,0,0,10,3,0,1,2150,40,0,0,0,80,80,0,820,750,20,40,40,680,520,110,40,490,220,40,0,FALSE,FALSE
47-3010,47-0000,47-3000,47-3010,Construction and Extraction Occupations,"               Helpers, construction trades",FALSE,FALSE,FALSE,TRUE,14.86,14.03,30900,29180,24100,23900,200,14,0,0,0,10,3,0,1,2150,40,0,0,0,80,80,0,820,750,20,40,40,680,520,110,40,490,220,40,0,FALSE,TRUE
47-3013,47-0000,47-3000,47-3010,Construction and Extraction Occupations,                    Helpers--electricians,FALSE,FALSE,FALSE,FALSE,14.89,14.2,30980,29530,73200,72500,700,3,0,0,0,0,0,0,3,260,0,0,0,0,0,0,0,50,40,0,0,0,150,130,20,0,40,0,0,0,TRUE,TRUE
47-3016,47-0000,47-3000,47-3010,Construction and Extraction Occupations,                    Helpers--roofers,FALSE,FALSE,FALSE,FALSE,13.89,13.3,28890,27670,10200,10100,100,5,0,0,0,5,0,0,0,270,0,0,0,0,0,0,0,220,220,0,0,0,30,0,0,0,0,0,0,0,TRUE,TRUE
47-4000,47-0000,47-4000,47-4000,Construction and Extraction Occupations,          Other construction and related workers,FALSE,TRUE,TRUE,TRUE,22.92,20.65,47670,42960,435800,411300,24500,45,1,27,0,9,0,6,2,1990,0,0,0,0,180,130,0,750,530,110,70,60,630,360,140,80,350,90,30,0,FALSE,FALSE
47-4010,47-0000,47-4000,47-4010,Construction and Extraction Occupations,               Construction and building inspectors,FALSE,FALSE,FALSE,TRUE,29.45,28.12,61250,58480,105100,97200,8000,9,0,5,0,3,0,0,1,40,0,0,0,0,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE
47-4011,47-0000,47-4000,47-4010,Construction and Extraction Occupations,                    Construction and building inspectors,FALSE,FALSE,FALSE,FALSE,29.45,28.12,61250,58480,105100,97200,8000,9,0,5,0,3,0,0,1,40,0,0,0,0,20,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
47-4020,47-0000,47-4000,47-4020,Construction and Extraction Occupations,               Elevator installers and repairers,FALSE,FALSE,FALSE,TRUE,36.95,37.93,76860,78890,22100,20000,22100,6,0,0,0,0,0,3,3,160,0,0,0,0,30,0,0,30,0,0,0,0,50,0,20,20,50,0,0,0,FALSE,TRUE
47-4021,47-0000,47-4000,47-4020,Construction and Extraction Occupations,                    Elevator installers and repairers,FALSE,FALSE,FALSE,FALSE,36.95,37.93,76860,78890,22100,20000,22100,6,0,0,0,0,0,3,3,160,0,0,0,0,30,0,0,30,0,0,0,0,50,0,20,20,50,0,0,0,TRUE,TRUE
47-4030,47-0000,47-4000,47-4030,Construction and Extraction Occupations,               Fence erectors,FALSE,FALSE,FALSE,TRUE,17.49,15.94,36380,33150,25100,21300,3800,4,1,0,0,0,0,1,2,170,0,0,0,0,0,0,0,60,0,0,0,0,110,0,0,0,0,0,0,0,FALSE,TRUE
47-4031,47-0000,47-4000,47-4030,Construction and Extraction Occupations,                    Fence erectors,FALSE,FALSE,FALSE,FALSE,17.49,15.94,36380,33150,25100,21300,3800,4,1,0,0,0,0,1,2,170,0,0,0,0,0,0,0,60,0,0,0,0,110,0,0,0,0,0,0,0,TRUE,TRUE
47-4040,47-0000,47-4000,47-4040,Construction and Extraction Occupations,               Hazardous materials removal workers,FALSE,FALSE,FALSE,TRUE,21.88,19.54,45500,40640,46200,44300,1900,4,0,0,0,0,0,0,4,90,0,0,0,0,0,0,0,20,20,0,0,0,20,0,0,0,20,0,0,0,FALSE,TRUE
47-4041,47-0000,47-4000,47-4040,Construction and Extraction Occupations,                    Hazardous materials removal workers,FALSE,FALSE,FALSE,FALSE,21.88,19.54,45500,40640,46200,44300,1900,4,0,0,0,0,0,0,4,90,0,0,0,0,0,0,0,20,20,0,0,0,20,0,0,0,20,0,0,0,TRUE,TRUE
47-4050,47-0000,47-4000,47-4050,Construction and Extraction Occupations,               Highway maintenance workers,FALSE,FALSE,FALSE,TRUE,19.01,18.33,39540,38130,149900,148500,1400,12,0,12,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,0,0,0,0,FALSE,TRUE
47-4051,47-0000,47-4000,47-4050,Construction and Extraction Occupations,                    Highway maintenance workers,FALSE,FALSE,FALSE,FALSE,19.01,18.33,39540,38130,149900,148500,1400,12,0,12,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,0,0,0,0,TRUE,TRUE
47-4060,47-0000,47-4000,47-4060,Construction and Extraction Occupations,               Rail-track laying and maintenance equipment operators,FALSE,FALSE,FALSE,TRUE,25.39,25.95,52810,53970,14000,100,14000,5,0,4,0,0,0,0,1,140,0,0,0,0,30,0,0,30,0,0,0,0,40,20,0,0,40,0,0,0,FALSE,TRUE
47-4061,47-0000,47-4000,47-4060,Construction and Extraction Occupations,                    Rail-track laying and maintenance equipment operators,FALSE,FALSE,FALSE,FALSE,25.39,25.95,52810,53970,14000,100,14000,5,0,4,0,0,0,0,1,140,0,0,0,0,30,0,0,30,0,0,0,0,40,20,0,0,40,0,0,0,TRUE,TRUE
47-4070,47-0000,47-4000,47-4070,Construction and Extraction Occupations,               Septic tank servicers and sewer pipe cleaners,FALSE,FALSE,FALSE,TRUE,18.69,17.51,38870,36430,28500,26500,2000,3,0,3,0,0,0,0,0,300,0,0,0,0,70,70,0,40,40,0,0,0,130,100,20,0,50,0,0,0,FALSE,TRUE
47-4071,47-0000,47-4000,47-4070,Construction and Extraction Occupations,                    Septic tank servicers and sewer pipe cleaners,FALSE,FALSE,FALSE,FALSE,18.69,17.51,38870,36430,28500,26500,2000,3,0,3,0,0,0,0,0,300,0,0,0,0,70,70,0,40,40,0,0,0,130,100,20,0,50,0,0,0,TRUE,TRUE
53-7072,53-0000,53-7000,53-7070,Transportation and Material Moving Occupations,"                    Pump operators, except wellhead pumpers",FALSE,FALSE,FALSE,FALSE,22.24,20.42,46270,42470,11900,11800,100,4,0,0,1,0,0,0,3,80,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,40,20,0,0,TRUE,TRUE
53-7070,53-0000,53-7000,53-7070,Transportation and Material Moving Occupations,               Pumping station operators,FALSE,FALSE,FALSE,TRUE,24.05,23.48,50030,48840,27300,27200,100,4,0,0,1,0,0,0,3,150,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,60,20,0,0,FALSE,TRUE
51-4031,51-0000,51-4000,51-4030,Production Occupations,"                    Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",FALSE,FALSE,FALSE,FALSE,16.45,15.56,34210,32370,192700,192600,100,5,0,0,0,0,0,5,0,2350,0,0,0,0,20,0,0,330,70,220,50,50,1080,440,170,410,860,300,100,0,TRUE,TRUE
53-4000,53-0000,53-4000,53-4000,Transportation and Material Moving Occupations,          Rail transportation workers,FALSE,TRUE,TRUE,TRUE,28.34,27.76,58950,57740,122900,122800,200,13,0,10,0,0,0,0,3,1250,40,20,0,0,210,70,0,350,0,30,20,80,220,70,70,50,260,0,0,100,FALSE,FALSE
49-2021,49-0000,49-2000,49-2020,"Installation, Maintainance and Repair Occupations","                    Radio, cellular, and tower equipment installers and repairers",FALSE,FALSE,FALSE,FALSE,25.78,25.23,53620,52480,14500,14200,300,7,0,3,0,4,0,0,0,110,0,0,0,0,50,50,0,30,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE
49-9043,49-0000,49-9000,49-9040,"Installation, Maintainance and Repair Occupations","                    Maintenance workers, machinery",FALSE,FALSE,FALSE,FALSE,22.11,21.42,46000,44550,89700,89300,300,13,2,3,0,0,0,5,3,590,0,0,0,0,0,0,0,80,20,40,0,40,240,70,40,120,230,40,0,0,TRUE,TRUE
51-4190,51-0000,51-4000,51-4190,Production Occupations,               Miscellaneous metalworkers and plastic workers,FALSE,FALSE,FALSE,TRUE,17.83,16.7,37090,34740,96700,96400,300,11,0,0,0,3,0,3,5,5520,0,0,0,0,30,0,0,670,90,440,130,200,2890,1130,450,1100,1690,500,300,0,FALSE,TRUE
49-9098,49-0000,49-9000,49-9090,"Installation, Maintainance and Repair Occupations","                    Helpers--installation, maintenance, and repair workers",FALSE,FALSE,FALSE,FALSE,14.12,13.23,29370,27510,120200,119900,300,10,0,0,0,0,6,0,4,910,0,0,0,0,0,0,0,240,40,180,20,90,250,190,20,30,320,120,0,0,TRUE,TRUE
51-8000,51-0000,51-8000,51-8000,Production Occupations,          Plant and system operators,FALSE,TRUE,TRUE,TRUE,28.84,27.93,59980,58100,314000,313700,300,15,3,4,0,3,0,1,4,830,0,0,0,0,20,20,0,290,120,150,0,60,170,130,20,20,270,80,0,0,FALSE,FALSE
51-9198,51-0000,51-9000,51-9190,Production Occupations,                    Helpers--production workers,FALSE,FALSE,FALSE,FALSE,12.95,11.94,26930,24830,426000,425700,300,3,0,0,0,0,0,0,3,1580,0,0,0,0,0,0,0,290,40,140,110,50,670,330,80,200,520,180,70,0,TRUE,TRUE
51-9023,51-0000,51-9000,51-9020,Production Occupations,"                    Mixing and blending machine setters, operators, and tenders",FALSE,FALSE,FALSE,FALSE,18.09,17.16,37630,35680,131000,130600,400,4,0,1,0,0,0,2,1,610,0,0,0,0,0,0,0,130,50,40,40,80,220,70,50,80,170,60,20,0,TRUE,TRUE
53-1020,53-0000,53-1000,53-1020,Transportation and Material Moving Occupations,"               Supervisors of helpers, laborers, and material movers, hand",FALSE,FALSE,FALSE,TRUE,24.12,22.71,50160,47230,184400,184100,400,15,4,4,0,4,0,3,0,1860,0,0,0,0,180,40,0,440,200,160,20,70,560,370,140,30,610,220,60,0,FALSE,TRUE
53-1021,53-0000,53-1000,53-1020,Transportation and Material Moving Occupations,"                    Supervisors of helpers, laborers, and material movers, hand",FALSE,FALSE,FALSE,FALSE,24.12,22.71,50160,47230,184400,184100,400,15,4,4,0,4,0,3,0,1860,0,0,0,0,180,40,0,440,200,160,20,70,560,370,140,30,610,220,60,0,TRUE,TRUE
53-1030,53-0000,53-1000,53-1030,Transportation and Material Moving Occupations,               Supervisors of transportation and material-moving machine and vehicle operators,FALSE,FALSE,FALSE,TRUE,28.75,27.54,59800,57270,204200,203800,400,10,3,4,0,1,0,0,2,880,0,0,0,0,90,60,0,330,60,180,80,20,220,110,50,50,190,40,0,20,FALSE,TRUE
